season,season_type_label,team,overall,home,road,overall_wins,overall_losses,overall_games,home_wins,home_losses,home_games,road_wins,road_losses,road_games
1998,Regular Season,Utah Jazz,62-20,36-5,26-15,62,20,82,36,5,41,26,15,41
1998,Regular Season,Los Angeles Lakers,61-21,33-8,28-13,61,21,82,33,8,41,28,13,41
1998,Regular Season,Seattle SuperSonics,61-21,35-6,26-15,61,21,82,35,6,41,26,15,41
1998,Regular Season,Indiana Pacers,58-24,32-9,26-15,58,24,82,32,9,41,26,15,41
1998,Regular Season,Phoenix Suns,56-26,30-11,26-15,56,26,82,30,11,41,26,15,41
1998,Regular Season,San Antonio Spurs,56-26,31-10,25-16,56,26,82,31,10,41,25,16,41
1998,Regular Season,Miami Heat,55-27,30-11,25-16,55,27,82,30,11,41,25,16,41
1998,Regular Season,Charlotte Hornets,51-31,32-9,19-22,51,31,82,32,9,41,19,22,41
1998,Regular Season,Atlanta Hawks,50-32,29-12,21-20,50,32,82,29,12,41,21,20,41
1998,Regular Season,Cleveland Cavaliers,47-35,27-14,20-21,47,35,82,27,14,41,20,21,41
1998,Regular Season,Portland Trail Blazers,46-36,26-15,20-21,46,36,82,26,15,41,20,21,41
1998,Regular Season,Minnesota Timberwolves,45-37,26-15,19-22,45,37,82,26,15,41,19,22,41
1998,Regular Season,New Jersey Nets,43-39,26-15,17-24,43,39,82,26,15,41,17,24,41
1998,Regular Season,New York Knicks,43-39,28-13,15-26,43,39,82,28,13,41,15,26,41
1998,Regular Season,Washington Wizards,42-40,24-17,18-23,42,40,82,24,17,41,18,23,41
1998,Regular Season,Houston Rockets,41-41,24-17,17-24,41,41,82,24,17,41,17,24,41
1998,Regular Season,Orlando Magic,41-41,24-17,17-24,41,41,82,24,17,41,17,24,41
1998,Regular Season,Detroit Pistons,37-45,25-16,12-29,37,45,82,25,16,41,12,29,41
1998,Regular Season,Boston Celtics,36-46,24-17,12-29,36,46,82,24,17,41,12,29,41
1998,Regular Season,Milwaukee Bucks,36-46,21-20,15-26,36,46,82,21,20,41,15,26,41
1998,Regular Season,Philadelphia 76ers,31-51,19-22,12-29,31,51,82,19,22,41,12,29,41
1998,Regular Season,Sacramento Kings,27-55,21-20,6-35,27,55,82,21,20,41,6,35,41
1998,Regular Season,Dallas Mavericks,20-62,13-28,7-34,20,62,82,13,28,41,7,34,41
1998,Regular Season,Golden State Warriors,19-63,12-29,7-34,19,63,82,12,29,41,7,34,41
1998,Regular Season,Vancouver Grizzlies,19-63,14-27,5-36,19,63,82,14,27,41,5,36,41
1998,Regular Season,Los Angeles Clippers,17-65,11-30,6-35,17,65,82,11,30,41,6,35,41
1998,Regular Season,Toronto Raptors,16-66,9-32,7-34,16,66,82,9,32,41,7,34,41
1998,Regular Season,Denver Nuggets,11-71,9-32,2-39,11,71,82,9,32,41,2,39,41
1998,Playoffs,Chicago Bulls,15-6,10-2,5-4,15,6,21,10,2,12,5,4,9
1998,Playoffs,Utah Jazz,13-7,8-3,5-4,13,7,20,8,3,11,5,4,9
1998,Playoffs,Indiana Pacers,10-6,8-0,2-6,10,6,16,8,0,8,2,6,8
1998,Playoffs,Los Angeles Lakers,7-6,4-2,3-4,7,6,13,4,2,6,3,4,7
1998,Playoffs,Charlotte Hornets,4-5,2-2,2-3,4,5,9,2,2,4,2,3,5
1998,Playoffs,New York Knicks,4-6,2-2,2-4,4,6,10,2,2,4,2,4,6
1998,Playoffs,San Antonio Spurs,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
1998,Playoffs,Seattle SuperSonics,4-6,3-3,1-3,4,6,10,3,3,6,1,3,4
1998,Playoffs,Houston Rockets,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1998,Playoffs,Miami Heat,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1998,Playoffs,Minnesota Timberwolves,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1998,Playoffs,Atlanta Hawks,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1998,Playoffs,Cleveland Cavaliers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1998,Playoffs,Phoenix Suns,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1998,Playoffs,Portland Trail Blazers,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1998,Playoffs,New Jersey Nets,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1999,Regular Season,San Antonio Spurs,37-13,21-4,16-9,37,13,50,21,4,25,16,9,25
1999,Regular Season,Utah Jazz,37-13,22-3,15-10,37,13,50,22,3,25,15,10,25
1999,Regular Season,Portland Trail Blazers,35-15,22-3,13-12,35,15,50,22,3,25,13,12,25
1999,Regular Season,Indiana Pacers,33-17,18-7,15-10,33,17,50,18,7,25,15,10,25
1999,Regular Season,Miami Heat,33-17,18-7,15-10,33,17,50,18,7,25,15,10,25
1999,Regular Season,Orlando Magic,33-17,21-4,12-13,33,17,50,21,4,25,12,13,25
1999,Regular Season,Atlanta Hawks,31-19,16-9,15-10,31,19,50,16,9,25,15,10,25
1999,Regular Season,Houston Rockets,31-19,19-6,12-13,31,19,50,19,6,25,12,13,25
1999,Regular Season,Los Angeles Lakers,31-19,18-7,13-12,31,19,50,18,7,25,13,12,25
1999,Regular Season,Detroit Pistons,29-21,17-8,12-13,29,21,50,17,8,25,12,13,25
1999,Regular Season,Milwaukee Bucks,28-22,17-8,11-14,28,22,50,17,8,25,11,14,25
1999,Regular Season,Philadelphia 76ers,28-22,17-8,11-14,28,22,50,17,8,25,11,14,25
1999,Regular Season,New York Knicks,27-23,19-6,8-17,27,23,50,19,6,25,8,17,25
1999,Regular Season,Phoenix Suns,27-23,15-10,12-13,27,23,50,15,10,25,12,13,25
1999,Regular Season,Sacramento Kings,27-23,16-9,11-14,27,23,50,16,9,25,11,14,25
1999,Regular Season,Charlotte Hornets,26-24,16-9,10-15,26,24,50,16,9,25,10,15,25
1999,Regular Season,Minnesota Timberwolves,25-25,18-7,7-18,25,25,50,18,7,25,7,18,25
1999,Regular Season,Seattle SuperSonics,25-25,17-8,8-17,25,25,50,17,8,25,8,17,25
1999,Regular Season,Toronto Raptors,23-27,14-11,9-16,23,27,50,14,11,25,9,16,25
1999,Regular Season,Cleveland Cavaliers,22-28,15-10,7-18,22,28,50,15,10,25,7,18,25
1999,Regular Season,Golden State Warriors,21-29,13-12,8-17,21,29,50,13,12,25,8,17,25
1999,Regular Season,Boston Celtics,19-31,10-15,9-16,19,31,50,10,15,25,9,16,25
1999,Regular Season,Dallas Mavericks,19-31,15-10,4-21,19,31,50,15,10,25,4,21,25
1999,Regular Season,Washington Wizards,18-32,13-12,5-20,18,32,50,13,12,25,5,20,25
1999,Regular Season,New Jersey Nets,16-34,12-13,4-21,16,34,50,12,13,25,4,21,25
1999,Regular Season,Denver Nuggets,14-36,12-13,2-23,14,36,50,12,13,25,2,23,25
1999,Regular Season,Chicago Bulls,13-37,8-17,5-20,13,37,50,8,17,25,5,20,25
1999,Regular Season,Los Angeles Clippers,9-41,6-19,3-22,9,41,50,6,19,25,3,22,25
1999,Regular Season,Vancouver Grizzlies,8-42,7-18,1-24,8,42,50,7,18,25,1,24,25
1999,Playoffs,San Antonio Spurs,15-2,7-1,8-1,15,2,17,7,1,8,8,1,9
1999,Playoffs,New York Knicks,12-8,6-4,6-4,12,8,20,6,4,10,6,4,10
1999,Playoffs,Indiana Pacers,9-4,5-2,4-2,9,4,13,5,2,7,4,2,6
1999,Playoffs,Portland Trail Blazers,7-6,5-2,2-4,7,6,13,5,2,7,2,4,6
1999,Playoffs,Utah Jazz,5-6,4-2,1-4,5,6,11,4,2,6,1,4,5
1999,Playoffs,Atlanta Hawks,3-6,3-2,0-4,3,6,9,3,2,5,0,4,4
1999,Playoffs,Los Angeles Lakers,3-5,2-2,1-3,3,5,8,2,2,4,1,3,4
1999,Playoffs,Philadelphia 76ers,3-5,2-2,1-3,3,5,8,2,2,4,1,3,4
1999,Playoffs,Detroit Pistons,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
1999,Playoffs,Miami Heat,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
1999,Playoffs,Sacramento Kings,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
1999,Playoffs,Houston Rockets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1999,Playoffs,Minnesota Timberwolves,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
1999,Playoffs,Orlando Magic,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
1999,Playoffs,Milwaukee Bucks,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
1999,Playoffs,Phoenix Suns,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
2000,Regular Season,Los Angeles Lakers,67-15,36-5,31-10,67,15,82,36,5,41,31,10,41
2000,Regular Season,Portland Trail Blazers,59-23,30-11,29-12,59,23,82,30,11,41,29,12,41
2000,Regular Season,Indiana Pacers,56-26,36-5,20-21,56,26,82,36,5,41,20,21,41
2000,Regular Season,Utah Jazz,55-27,31-10,24-17,55,27,82,31,10,41,24,17,41
2000,Regular Season,Phoenix Suns,53-29,32-9,21-20,53,29,82,32,9,41,21,20,41
2000,Regular Season,San Antonio Spurs,53-29,31-10,22-19,53,29,82,31,10,41,22,19,41
2000,Regular Season,Miami Heat,52-30,33-8,19-22,52,30,82,33,8,41,19,22,41
2000,Regular Season,Minnesota Timberwolves,50-32,26-15,24-17,50,32,82,26,15,41,24,17,41
2000,Regular Season,New York Knicks,50-32,33-8,17-24,50,32,82,33,8,41,17,24,41
2000,Regular Season,Charlotte Hornets,49-33,30-11,19-22,49,33,82,30,11,41,19,22,41
2000,Regular Season,Philadelphia 76ers,49-33,29-12,20-21,49,33,82,29,12,41,20,21,41
2000,Regular Season,Seattle SuperSonics,45-37,24-17,21-20,45,37,82,24,17,41,21,20,41
2000,Regular Season,Toronto Raptors,45-37,26-15,19-22,45,37,82,26,15,41,19,22,41
2000,Regular Season,Sacramento Kings,44-38,30-11,14-27,44,38,82,30,11,41,14,27,41
2000,Regular Season,Detroit Pistons,42-40,27-14,15-26,42,40,82,27,14,41,15,26,41
2000,Regular Season,Milwaukee Bucks,42-40,23-18,19-22,42,40,82,23,18,41,19,22,41
2000,Regular Season,Orlando Magic,41-41,26-15,15-26,41,41,82,26,15,41,15,26,41
2000,Regular Season,Dallas Mavericks,40-42,22-19,18-23,40,42,82,22,19,41,18,23,41
2000,Regular Season,Boston Celtics,35-47,26-15,9-32,35,47,82,26,15,41,9,32,41
2000,Regular Season,Denver Nuggets,35-47,25-16,10-31,35,47,82,25,16,41,10,31,41
2000,Regular Season,Houston Rockets,34-48,22-19,12-29,34,48,82,22,19,41,12,29,41
2000,Regular Season,Cleveland Cavaliers,32-50,22-19,10-31,32,50,82,22,19,41,10,31,41
2000,Regular Season,New Jersey Nets,31-51,22-19,9-32,31,51,82,22,19,41,9,32,41
2000,Regular Season,Washington Wizards,29-53,17-24,12-29,29,53,82,17,24,41,12,29,41
2000,Regular Season,Atlanta Hawks,28-54,21-20,7-34,28,54,82,21,20,41,7,34,41
2000,Regular Season,Vancouver Grizzlies,22-60,12-29,10-31,22,60,82,12,29,41,10,31,41
2000,Regular Season,Golden State Warriors,19-63,12-29,7-34,19,63,82,12,29,41,7,34,41
2000,Regular Season,Chicago Bulls,17-65,12-29,5-36,17,65,82,12,29,41,5,36,41
2000,Regular Season,Los Angeles Clippers,15-67,10-31,5-36,15,67,82,10,31,41,5,36,41
2000,Playoffs,Los Angeles Lakers,15-8,11-2,4-6,15,8,23,11,2,13,4,6,10
2000,Playoffs,Indiana Pacers,13-10,9-3,4-7,13,10,23,9,3,12,4,7,11
2000,Playoffs,Portland Trail Blazers,10-6,6-2,4-4,10,6,16,6,2,8,4,4,8
2000,Playoffs,New York Knicks,9-7,6-2,3-5,9,7,16,6,2,8,3,5,8
2000,Playoffs,Miami Heat,6-4,4-2,2-2,6,4,10,4,2,6,2,2,4
2000,Playoffs,Philadelphia 76ers,5-5,3-2,2-3,5,5,10,3,2,5,2,3,5
2000,Playoffs,Phoenix Suns,4-5,3-1,1-4,4,5,9,3,1,4,1,4,5
2000,Playoffs,Utah Jazz,4-6,4-1,0-5,4,6,10,4,1,5,0,5,5
2000,Playoffs,Milwaukee Bucks,2-3,1-1,1-2,2,3,5,1,1,2,1,2,3
2000,Playoffs,Sacramento Kings,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
2000,Playoffs,Seattle SuperSonics,2-3,2-0,0-3,2,3,5,2,0,2,0,3,3
2000,Playoffs,Charlotte Hornets,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
2000,Playoffs,Minnesota Timberwolves,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
2000,Playoffs,San Antonio Spurs,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
2000,Playoffs,Detroit Pistons,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
2000,Playoffs,Toronto Raptors,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
2001,Regular Season,San Antonio Spurs,58-24,33-8,25-16,58,24,82,33,8,41,25,16,41
2001,Regular Season,Los Angeles Lakers,56-26,31-10,25-16,56,26,82,31,10,41,25,16,41
2001,Regular Season,Philadelphia 76ers,56-26,29-12,27-14,56,26,82,29,12,41,27,14,41
2001,Regular Season,Sacramento Kings,55-27,33-8,22-19,55,27,82,33,8,41,22,19,41
2001,Regular Season,Dallas Mavericks,53-29,28-13,25-16,53,29,82,28,13,41,25,16,41
2001,Regular Season,Utah Jazz,53-29,28-13,25-16,53,29,82,28,13,41,25,16,41
2001,Regular Season,Milwaukee Bucks,52-30,31-10,21-20,52,30,82,31,10,41,21,20,41
2001,Regular Season,Phoenix Suns,51-31,31-10,20-21,51,31,82,31,10,41,20,21,41
2001,Regular Season,Miami Heat,50-32,29-12,21-20,50,32,82,29,12,41,21,20,41
2001,Regular Season,Portland Trail Blazers,50-32,28-13,22-19,50,32,82,28,13,41,22,19,41
2001,Regular Season,New York Knicks,48-34,30-11,18-23,48,34,82,30,11,41,18,23,41
2001,Regular Season,Minnesota Timberwolves,47-35,30-11,17-24,47,35,82,30,11,41,17,24,41
2001,Regular Season,Toronto Raptors,47-35,27-14,20-21,47,35,82,27,14,41,20,21,41
2001,Regular Season,Charlotte Hornets,46-36,28-13,18-23,46,36,82,28,13,41,18,23,41
2001,Regular Season,Houston Rockets,45-37,24-17,21-20,45,37,82,24,17,41,21,20,41
2001,Regular Season,Seattle SuperSonics,44-38,26-15,18-23,44,38,82,26,15,41,18,23,41
2001,Regular Season,Orlando Magic,43-39,26-15,17-24,43,39,82,26,15,41,17,24,41
2001,Regular Season,Indiana Pacers,41-41,26-15,15-26,41,41,82,26,15,41,15,26,41
2001,Regular Season,Denver Nuggets,40-42,29-12,11-30,40,42,82,29,12,41,11,30,41
2001,Regular Season,Boston Celtics,36-46,20-21,16-25,36,46,82,20,21,41,16,25,41
2001,Regular Season,Detroit Pistons,32-50,18-23,14-27,32,50,82,18,23,41,14,27,41
2001,Regular Season,Los Angeles Clippers,31-51,22-19,9-32,31,51,82,22,19,41,9,32,41
2001,Regular Season,Cleveland Cavaliers,30-52,20-21,10-31,30,52,82,20,21,41,10,31,41
2001,Regular Season,New Jersey Nets,26-56,18-23,8-33,26,56,82,18,23,41,8,33,41
2001,Regular Season,Atlanta Hawks,25-57,18-23,7-34,25,57,82,18,23,41,7,34,41
2001,Regular Season,Vancouver Grizzlies,23-59,15-26,8-33,23,59,82,15,26,41,8,33,41
2001,Regular Season,Washington Wizards,19-63,12-29,7-34,19,63,82,12,29,41,7,34,41
2001,Regular Season,Golden State Warriors,17-65,11-30,6-35,17,65,82,11,30,41,6,35,41
2001,Regular Season,Chicago Bulls,15-67,10-31,5-36,15,67,82,10,31,41,5,36,41
2001,Playoffs,Los Angeles Lakers,15-1,7-1,8-0,15,1,16,7,1,8,8,0,8
2001,Playoffs,Philadelphia 76ers,12-11,7-6,5-5,12,11,23,7,6,13,5,5,10
2001,Playoffs,Milwaukee Bucks,10-8,7-2,3-6,10,8,18,7,2,9,3,6,9
2001,Playoffs,San Antonio Spurs,7-6,5-2,2-4,7,6,13,5,2,7,2,4,6
2001,Playoffs,Charlotte Hornets,6-4,3-1,3-3,6,4,10,3,1,4,3,3,6
2001,Playoffs,Toronto Raptors,6-6,3-2,3-4,6,6,12,3,2,5,3,4,7
2001,Playoffs,Dallas Mavericks,4-6,3-1,1-5,4,6,10,3,1,4,1,5,6
2001,Playoffs,Sacramento Kings,3-5,1-3,2-2,3,5,8,1,3,4,2,2,4
2001,Playoffs,New York Knicks,2-3,1-2,1-1,2,3,5,1,2,3,1,1,2
2001,Playoffs,Utah Jazz,2-3,2-1,0-2,2,3,5,2,1,3,0,2,2
2001,Playoffs,Indiana Pacers,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
2001,Playoffs,Minnesota Timberwolves,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
2001,Playoffs,Orlando Magic,1-3,1-1,0-2,1,3,4,1,1,2,0,2,2
2001,Playoffs,Phoenix Suns,1-3,0-2,1-1,1,3,4,0,2,2,1,1,2
2001,Playoffs,Miami Heat,0-3,0-2,0-1,0,3,3,0,2,2,0,1,1
2001,Playoffs,Portland Trail Blazers,0-3,0-1,0-2,0,3,3,0,1,1,0,2,2
